ObjectId,ObjectType,City,CompanyName,Country,Department,DisplayName,FacsimileTelephoneNumber,GivenName,JobTitle,Mail,MailNickName,Mobile,Password,PhysicalDeliveryOfficeName,PostalCode,PreferredLanguage,SipProxyAddress,State,StreetAddress,Surname,TelephoneNumber,UsageLocation,UserPrincipalName,RemoveLicense,AddLicense
1d659b43-8805-45d1-ab13-94d308950aa8,User,Tulsa,SkytapMarketingDemo,United States,Sales,Isaiah Langer,,Isaiah,Sales Rep,IsaiahL@SkytapMarketingDemo.OnMicrosoft.com,IsaiahL,+1 425 555 0100,MTPr0cks!,20/1101,74133,en-US,IsaiahL@SkytapMarketingDemo.OnMicrosoft.com,OK,"7633 E. 63rd Place, Suite 300",Langer,+1 918 555 0101,US,IsaiahL@SkytapMarketingDemo.OnMicrosoft.com,,EMS+E5
7fedd0df-0bca-4823-872e-97e0858b47df,User,Louisville,SkytapMarketingDemo,United States,Engineering,Johanna Lorenz,,Johanna,Senior Engineer,JohannaL@SkytapMarketingDemo.OnMicrosoft.com,JohannaL,+1 425 555 0100,MTPr0cks!,23/2102,40223,en-US,JohannaL@SkytapMarketingDemo.OnMicrosoft.com,KY,"9900 Corporate Campus Dr., Suite 3000",Lorenz,+1 502 555 0102,US,JohannaL@SkytapMarketingDemo.OnMicrosoft.com,,EMS+E5
70fdbbba-0ae6-4159-839b-37890d8c8269,User,Charlotte,SkytapMarketingDemo,United States,Legal,Joni Sherman,,Joni,Paralegal,JoniS@SkytapMarketingDemo.OnMicrosoft.com,JoniS,+1 425 555 0100,MTPr0cks!,20/1109,28273,en-US,JoniS@SkytapMarketingDemo.OnMicrosoft.com,NC,8055 Microsoft Way,Sherman,+1 980 555 0101,US,JoniS@SkytapMarketingDemo.OnMicrosoft.com,,EMS+E5
85b49c46-4084-4f0b-a889-c9f55f7cc2dc,User,Iselin,SkytapMarketingDemo,United States,Engineering,Jordan Miller,,Jordan,Tester,JordanM@SkytapMarketingDemo.OnMicrosoft.com,JordanM,+1 425 555 0100,MTPr0cks!,19/3123,8830,en-US,JordanM@SkytapMarketingDemo.OnMicrosoft.com,NJ,"101 Wood Avenue South, Suite 900",Miller,+1 732 555 0102,US,JordanM@SkytapMarketingDemo.OnMicrosoft.com,,EMS+E5
203fe9de-2f27-49dc-a520-06f567020b4c,User,Overland Park,SkytapMarketingDemo,United States,Manufacturing,Lee Gu,,Lee,Director,LeeG@SkytapMarketingDemo.OnMicrosoft.com,LeeG,+1 425 555 0100,MTPr0cks!,23/3101,66210,en-US,LeeG@SkytapMarketingDemo.OnMicrosoft.com,KS,"10801 Mastin Blvd., Suite 620",Gu,+1 913 555 0101,US,LeeG@SkytapMarketingDemo.OnMicrosoft.com,,EMS+E5
de048070-86fc-4455-b194-e53373b586a6,User,Tulsa,SkytapMarketingDemo,United States,Engineering,Lidia Holloway,,Lidia,Product Manager,LidiaH@SkytapMarketingDemo.OnMicrosoft.com,LidiaH,+1 425 555 0100,MTPr0cks!,20/2107,74133,en-US,LidiaH@SkytapMarketingDemo.OnMicrosoft.com,OK,"7633 E. 63rd Place, Suite 300",Holloway,+1 918 555 0107,US,LidiaH@SkytapMarketingDemo.OnMicrosoft.com,,EMS+E5
06fd4ca0-89f9-4ec3-a8c1-d9df9e9d505a,User,Tulsa,SkytapMarketingDemo,United States,Retail,Lynne Robbins,,Lynne,Planner,LynneR@SkytapMarketingDemo.OnMicrosoft.com,LynneR,+1 425 555 0100,MTPr0cks!,20/1104,74133,en-US,LynneR@SkytapMarketingDemo.OnMicrosoft.com,OK,"7633 E. 63rd Place, Suite 300",Robbins,+1 918 555 0104,US,LynneR@SkytapMarketingDemo.OnMicrosoft.com,,EMS+E5
31a9fa30-249a-4c44-b4ef-4082bf22de53,User,Pittsburgh,SkytapMarketingDemo,United States,Marketing,Megan Bowen,,Megan,Marketing Manager,MeganB@SkytapMarketingDemo.OnMicrosoft.com,MeganB,+1 425 555 0100,MTPr0cks!,12/1110,15212,en-US,MeganB@SkytapMarketingDemo.OnMicrosoft.com,PA,"30 Isabella St., Second Floor",Bowen,+1 412 555 0109,US,MeganB@SkytapMarketingDemo.OnMicrosoft.com,,EMS+E5
67023fd5-b89d-407d-830b-3f9255056020,User,San Diego,SkytapMarketingDemo,United States,Sales & Marketing,Miriam Graham,,Miriam,Director,MiriamG@SkytapMarketingDemo.OnMicrosoft.com,MiriamG,+1 425 555 0100,MTPr0cks!,131/2103,92121,en-US,MiriamG@SkytapMarketingDemo.OnMicrosoft.com,CA,"9255 Towne Center Dr., Suite 400",Graham,+1 858 555 0109,US,MiriamG@SkytapMarketingDemo.OnMicrosoft.com,,EMS+E5+Win10E5
51951725-6d86-44d3-a309-8b6f53ee93da,User,Seattle,SkytapMarketingDemo,United States,Operations,Nestor Wilke,,Nestor,Director,NestorW@SkytapMarketingDemo.OnMicrosoft.com,NestorW,+1 425 555 0100,MTPr0cks!,36/2121,98109,en-US,NestorW@SkytapMarketingDemo.OnMicrosoft.com,WA,320 Westlake Ave N. Thomas St.,Wilke,+1 206 555 0105,US,NestorW@SkytapMarketingDemo.OnMicrosoft.com,,EMS+E5
f894fa84-0095-4a4e-ad4a-3c484f9ba456,User,Louisville,SkytapMarketingDemo,United States,Executive Management,Patti Fernandez,,Patti,President,PattiF@SkytapMarketingDemo.OnMicrosoft.com,PattiF,+1 425 555 0100,MTPr0cks!,15/1102,40223,en-US,PattiF@SkytapMarketingDemo.OnMicrosoft.com,KY,"9900 Corporate Campus Dr., Suite 3000",Fernandez,+1 502 555 0144,US,PattiF@SkytapMarketingDemo.OnMicrosoft.com,,EMS+E5
c1cf3b20-eafd-4981-9f76-618485bffcbd,User,Cairo,SkytapMarketingDemo,Egypt,Finance,Pradeep Gupta,,Pradeep,Accountant,PradeepG@SkytapMarketingDemo.OnMicrosoft.com,PradeepG,+1 425 555 0100,MTPr0cks!,98/2202,98208,en-US,PradeepG@SkytapMarketingDemo.OnMicrosoft.com,,"Smart Village, Kilo 28, Cairo/Alex Desert Road",Gupta,+20 255501070,US,PradeepG@SkytapMarketingDemo.OnMicrosoft.com,,EMS+E5
9d698d50-7e70-4d59-ba64-9f59052977fb,User,Bellevue,SkytapMarketingDemo,United States,Retail,Adele Vance,,Adele,Retail Manager,AdeleV@SkytapMarketingDemo.OnMicrosoft.com,AdeleV,+1 425 555 0100,MTPr0cks!,18/2111,98004,en-US,AdeleV@SkytapMarketingDemo.OnMicrosoft.com,WA,"205 108th Ave. NE, Suite 400",Vance,+1 425 555 0109,US,AdeleV@SkytapMarketingDemo.OnMicrosoft.com,,EMS+E5
9807a6e3-3d81-4b23-87a2-b9da3f2f0573,User,Redmond,SkytapMarketingDemo,United States,Marketing,Aarif Sherzai,,Aarif,Administrative,AarifS@SkytapMarketingDemo.onmicrosoft.com,AarifS,+1 425 555 0100,MTPr0cks!,,98052,en-US,AarifS@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Sherzai,+1 425 555 0100,US,AarifS@SkytapMarketingDemo.onmicrosoft.com,,E3
5fc438c4-1a84-4782-ba7e-66e76f40994e,User,Redmond,SkytapMarketingDemo,United States,Marketing,Achim Maier,,Achim,Manager,AchimM@SkytapMarketingDemo.onmicrosoft.com,AchimM,+1 425 555 0100,MTPr0cks!,,98052,en-US,AchimM@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Maier,+1 425 555 0100,US,AchimM@SkytapMarketingDemo.onmicrosoft.com,,
7ec36b7d-8861-4bcf-a9c3-d9a149ab6262,User,Redmond,SkytapMarketingDemo,United States,R&D,Adam Wallen,,Adam,Engineer,AdamW@SkytapMarketingDemo.onmicrosoft.com,AdamW,+1 425 555 0100,MTPr0cks!,,98052,en-US,AdamW@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Wallen,+1 425 555 0100,US,AdamW@SkytapMarketingDemo.onmicrosoft.com,,
75681470-3eba-4855-915f-339d9e8181da,User,Redmond,SkytapMarketingDemo,United States,Sales,Adriana Napolitani,,Adriana,Salesperson,AdrianaN@SkytapMarketingDemo.onmicrosoft.com,AdrianaN,+1 425 555 0100,MTPr0cks!,,98052,en-US,AdrianaN@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Napolitani,+1 425 555 0100,US,AdrianaN@SkytapMarketingDemo.onmicrosoft.com,,
d7b89b1d-0d4f-4b11-9633-1e27f1f3f035,User,Redmond,SkytapMarketingDemo,United States,IT,Aldo Muller,,Aldo,Manager,AldoM@SkytapMarketingDemo.onmicrosoft.com,AldoM,+1 425 555 0100,MTPr0cks!,,98052,en-US,AldoM@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Muller,+1 425 555 0100,US,AldoM@SkytapMarketingDemo.onmicrosoft.com,,
17b209ca-0e7e-4192-b1b5-9ec3b45af6d2,User,Redmond,SkytapMarketingDemo,United States,Sales,Alice Lucchese,,Alice,Salesperson,AliceL@SkytapMarketingDemo.onmicrosoft.com,AliceL,+1 425 555 0100,MTPr0cks!,,98052,en-US,AliceL@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Lucchese,+1 425 555 0100,US,AliceL@SkytapMarketingDemo.onmicrosoft.com,,
346c8677-e157-4dea-9c66-75460cf86048,User,Redmond,SkytapMarketingDemo,United States,R&D,Alisha Guerrero,,Alisha,Engineer,AlishaG@SkytapMarketingDemo.onmicrosoft.com,AlishaG,+1 425 555 0100,MTPr0cks!,,98052,en-US,AlishaG@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Guerrero,+1 425 555 0100,US,AlishaG@SkytapMarketingDemo.onmicrosoft.com,,
d0ce801a-785d-47a6-86ce-3445ddbaec65,User,Redmond,SkytapMarketingDemo,United States,Legal,Anna Lange,,Anna,Paralegal,AnnaL@SkytapMarketingDemo.onmicrosoft.com,AnnaL,+1 425 555 0100,MTPr0cks!,,98052,en-US,AnnaL@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Lange,+1 425 555 0100,US,AnnaL@SkytapMarketingDemo.onmicrosoft.com,,
98325035-d52c-441b-8096-ed3208cce5e3,User,Redmond,SkytapMarketingDemo,United States,Sales,Anne Matthews,,Anne,Salesperson,AnneM@SkytapMarketingDemo.onmicrosoft.com,AnneM,+1 425 555 0100,MTPr0cks!,,98052,en-US,AnneM@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Matthews,+1 425 555 0100,US,AnneM@SkytapMarketingDemo.onmicrosoft.com,,
2f893601-363b-49b0-9edf-bf872b30e2ab,User,Redmond,SkytapMarketingDemo,United States,IT,Arif Badakhshi,,Arif,Administrative,ArifB@SkytapMarketingDemo.onmicrosoft.com,ArifB,+1 425 555 0100,MTPr0cks!,,98052,en-US,ArifB@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Badakhshi,+1 425 555 0100,US,ArifB@SkytapMarketingDemo.onmicrosoft.com,,
67106863-3218-466e-b7eb-e8ca68b41a69,User,Redmond,SkytapMarketingDemo,United States,Operations,Basim Karzai,,Basim,Administrative,BasimK@SkytapMarketingDemo.onmicrosoft.com,BasimK,+1 425 555 0100,MTPr0cks!,,98052,en-US,BasimK@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Karzai,+1 425 555 0100,US,BasimK@SkytapMarketingDemo.onmicrosoft.com,,
b148c539-852b-4ca3-9cb7-e8829bf0e335,User,Redmond,SkytapMarketingDemo,United States,Sales,Betsy Drake,,Betsy,Salesperson,BetsyD@SkytapMarketingDemo.onmicrosoft.com,BetsyD,+1 425 555 0100,MTPr0cks!,,98052,en-US,BetsyD@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Drake,+1 425 555 0100,US,BetsyD@SkytapMarketingDemo.onmicrosoft.com,,
69d52932-1d3b-477d-95ec-3e18e99a1eab,User,Redmond,SkytapMarketingDemo,United States,Sales,Bianca Pagnotto,,Bianca,Salesperson,BiancaPa@SkytapMarketingDemo.onmicrosoft.com,BiancaPa,+1 425 555 0100,MTPr0cks!,,98052,en-US,BiancaPa@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Pagnotto,+1 425 555 0100,US,BiancaPa@SkytapMarketingDemo.onmicrosoft.com,,
bc11a2ea-ab61-4154-ad99-1170c79110d0,User,Redmond,SkytapMarketingDemo,United States,Sales,Bianca Pisani,,Bianca,Salesperson,BiancaP@SkytapMarketingDemo.onmicrosoft.com,BiancaP,+1 425 555 0100,MTPr0cks!,,98052,en-US,BiancaP@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Pisani,+1 425 555 0100,US,BiancaP@SkytapMarketingDemo.onmicrosoft.com,,
ae818f9c-119f-4a3a-b33e-426223cad281,User,Redmond,SkytapMarketingDemo,United States,IT,Brian Johnson (TAILSPIN),,Brian,Guest,BrianJ@SkytapMarketingDemo.onmicrosoft.com,BrianJ,+1 425 555 0100,MTPr0cks!,,98036,en-US,BrianJ@SkytapMarketingDemo.onmicrosoft.com,,,Johnson,,US,BrianJ@SkytapMarketingDemo.onmicrosoft.com,,
3a035003-8da3-4ded-83b1-7ecad39362f1,User,Redmond,SkytapMarketingDemo,United States,Sales,Cameron White,,Cameron,Salesperson,CameronW@SkytapMarketingDemo.onmicrosoft.com,CameronW,+1 425 555 0100,MTPr0cks!,,98052,en-US,CameronW@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,White,+1 425 555 0100,US,CameronW@SkytapMarketingDemo.onmicrosoft.com,,E3
9b2c0598-c754-467c-983a-fc6d91a8de80,User,Redmond,SkytapMarketingDemo,United States,R&D,Candy Dominguez,,Candy,Engineer,CandyD@SkytapMarketingDemo.onmicrosoft.com,CandyD,+1 425 555 0100,MTPr0cks!,,98052,en-US,CandyD@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Dominguez,+1 425 555 0100,US,CandyD@SkytapMarketingDemo.onmicrosoft.com,,
8710c429-a0f7-4f17-8c01-91493031bcbe,User,Redmond,SkytapMarketingDemo,United States,Sales,Caterina Costa,,Caterina,Salesperson,CaterinaC@SkytapMarketingDemo.onmicrosoft.com,CaterinaC,+1 425 555 0100,MTPr0cks!,,98052,en-US,CaterinaC@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Costa,+1 425 555 0100,US,CaterinaC@SkytapMarketingDemo.onmicrosoft.com,,
1527a48b-e01a-4598-b03d-56d60994d123,User,Redmond,SkytapMarketingDemo,United States,Operations,Christoph Werner,,Christoph,Manager,ChristophW@SkytapMarketingDemo.onmicrosoft.com,ChristophW,+1 425 555 0100,MTPr0cks!,,98052,en-US,ChristophW@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Werner,+1 425 555 0100,US,ChristophW@SkytapMarketingDemo.onmicrosoft.com,,
811dac89-3019-4690-b342-8bfb39920e25,User,Redmond,SkytapMarketingDemo,United States,Sales,Clarissa Trentini,,Clarissa,Salesperson,ClarissaT@SkytapMarketingDemo.onmicrosoft.com,ClarissaT,+1 425 555 0100,MTPr0cks!,,98052,en-US,ClarissaT@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Trentini,+1 425 555 0100,US,ClarissaT@SkytapMarketingDemo.onmicrosoft.com,,
81cf7b88-148e-4349-bf5c-d29029044b2a,User,Redmond,SkytapMarketingDemo,United States,Sales,Claudia Pugliesi,,Claudia,Salesperson,ClaudiaP@SkytapMarketingDemo.onmicrosoft.com,ClaudiaP,+1 425 555 0100,MTPr0cks!,,98052,en-US,ClaudiaP@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Pugliesi,+1 425 555 0100,US,ClaudiaP@SkytapMarketingDemo.onmicrosoft.com,,E3
b2ba4ede-88e4-44d6-a0eb-e62cb098401d,User,Redmond,SkytapMarketingDemo,United States,Sales,Cristina Gallo,,Cristina,Salesperson,CristinaG@SkytapMarketingDemo.onmicrosoft.com,CristinaG,+1 425 555 0100,MTPr0cks!,,98052,en-US,CristinaG@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Gallo,+1 425 555 0100,US,CristinaG@SkytapMarketingDemo.onmicrosoft.com,,
aee19a44-b947-4b28-8dc3-da238b454f61,User,Redmond,SkytapMarketingDemo,United States,Sales,Daisy Sherman,,Daisy,Salesperson,DaisyS@SkytapMarketingDemo.onmicrosoft.com,DaisyS,+1 425 555 0100,MTPr0cks!,,98052,en-US,DaisyS@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Sherman,+1 425 555 0100,US,DaisyS@SkytapMarketingDemo.onmicrosoft.com,,
a9d3db20-31df-48ac-bffa-f31ec1090eab,User,Redmond,SkytapMarketingDemo,United States,Manufacturing,Dastgir Refai,,Dastgir,Administrative,DastgirR@SkytapMarketingDemo.onmicrosoft.com,DastgirR,+1 425 555 0100,MTPr0cks!,,98052,en-US,DastgirR@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Refai,+1 425 555 0100,US,DastgirR@SkytapMarketingDemo.onmicrosoft.com,,
44bb512f-7158-40e3-bbc6-c4e56af2294c,User,Redmond,SkytapMarketingDemo,United States,R&D,Delia Dennis,,Delia,Engineer,DeliaD@SkytapMarketingDemo.onmicrosoft.com,DeliaD,+1 425 555 0100,MTPr0cks!,,98052,en-US,DeliaD@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Dennis,+1 425 555 0100,US,DeliaD@SkytapMarketingDemo.onmicrosoft.com,,E3
880686d4-aabd-4211-9edb-c139eb28d6ec,User,Redmond,SkytapMarketingDemo,United States,R&D,Dolly Golden,,Dolly,Engineer,DollyG@SkytapMarketingDemo.onmicrosoft.com,DollyG,+1 425 555 0100,MTPr0cks!,,98052,en-US,DollyG@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Golden,+1 425 555 0100,US,DollyG@SkytapMarketingDemo.onmicrosoft.com,,
526caed7-3676-4c7b-aa52-bcf6423af192,User,Redmond,SkytapMarketingDemo,United States,R&D,Douglas Fife,,Douglas,Engineer,DouglasF@SkytapMarketingDemo.onmicrosoft.com,DouglasF,+1 425 555 0100,MTPr0cks!,,98052,en-US,DouglasF@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Fife,+1 425 555 0100,US,DouglasF@SkytapMarketingDemo.onmicrosoft.com,,
54e3ab9c-acdc-4ec6-8a74-a6a6f8991a62,User,Redmond,SkytapMarketingDemo,United States,Manufacturing,Gebhard Stein,,Gebhard,Manager,GebhardS@SkytapMarketingDemo.onmicrosoft.com,GebhardS,+1 425 555 0100,MTPr0cks!,,98052,en-US,GebhardS@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Stein,+1 425 555 0100,US,GebhardS@SkytapMarketingDemo.onmicrosoft.com,,
c038fb4e-4572-40d3-bf72-6aedecc3532f,User,Redmond,SkytapMarketingDemo,United States,Sales,Gerhart Moller,,Gerhart,Manager,GerhartM@SkytapMarketingDemo.onmicrosoft.com,GerhartM,+1 425 555 0100,MTPr0cks!,,98052,en-US,GerhartM@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Moller,+1 425 555 0100,US,GerhartM@SkytapMarketingDemo.onmicrosoft.com,,E3
28090f71-c4b5-4c89-8465-876ce82f4bfb,User,Redmond,SkytapMarketingDemo,United States,Sales,Giorgia Angelo,,Giorgia,Salesperson,GiorgiaA@SkytapMarketingDemo.onmicrosoft.com,GiorgiaA,+1 425 555 0100,MTPr0cks!,,98052,en-US,GiorgiaA@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Angelo,+1 425 555 0100,US,GiorgiaA@SkytapMarketingDemo.onmicrosoft.com,,
63421140-1990-4aff-9c59-e6093515da1b,User,Redmond,SkytapMarketingDemo,United States,Legal,Hannah Albrecht,,Hannah,Paralegal,HannahA@SkytapMarketingDemo.onmicrosoft.com,HannahA,+1 425 555 0100,MTPr0cks!,,98052,en-US,HannahA@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Albrecht,+1 425 555 0100,US,HannahA@SkytapMarketingDemo.onmicrosoft.com,,
6ea783fb-1f3d-4e41-a9ec-70cf98fd1a69,User,Redmond,SkytapMarketingDemo,United States,R&D,Harry Olds,,Harry,Engineer,HarryO@SkytapMarketingDemo.onmicrosoft.com,HarryO,+1 425 555 0100,MTPr0cks!,,98052,en-US,HarryO@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Olds,+1 425 555 0100,US,HarryO@SkytapMarketingDemo.onmicrosoft.com,,
c12d0aa2-3e66-4104-a252-af260ab6630d,User,Redmond,SkytapMarketingDemo,United States,R&D,Harvey Rayford,,Harvey,Engineer,HarveyR@SkytapMarketingDemo.onmicrosoft.com,HarveyR,+1 425 555 0100,MTPr0cks!,,98052,en-US,HarveyR@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Rayford,+1 425 555 0100,US,HarveyR@SkytapMarketingDemo.onmicrosoft.com,,
bcf16fc1-8ae7-4764-a8a0-4b0e3ddbba32,User,Redmond,SkytapMarketingDemo,United States,Legal,Helga Faber,,Helga,Paralegal,HelgaF@SkytapMarketingDemo.onmicrosoft.com,HelgaF,+1 425 555 0100,MTPr0cks!,,98052,en-US,HelgaF@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Faber,+1 425 555 0100,US,HelgaF@SkytapMarketingDemo.onmicrosoft.com,,
bd68001f-c69a-49b9-b4dd-66b49b889c18,User,Redmond,SkytapMarketingDemo,United States,Sales,Humayd Zaher,,Humayd,Administrative,HumaydZ@SkytapMarketingDemo.onmicrosoft.com,HumaydZ,+1 425 555 0100,MTPr0cks!,,98052,en-US,HumaydZ@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Zaher,+1 425 555 0100,US,HumaydZ@SkytapMarketingDemo.onmicrosoft.com,,
c5342f90-5b02-47fc-bc8f-1153c7d6b933,User,Redmond,SkytapMarketingDemo,United States,Sales,Joshua Murphy,,Joshua,Salesperson,JoshuaM@SkytapMarketingDemo.onmicrosoft.com,JoshuaM,+1 425 555 0100,UnSecur3,,98052,en-US,JoshuaM@SkytapMarketingDemo.onmicrosoft.com,WA,One Microsoft Way,Murphy,+1 425 555 0100,US,JoshuaM@SkytapMarketingDemo.onmicrosoft.com,,E3
